Image_Path,Patient_Text,Severity_Label
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/seborrheic-dermatitis-121.jpg,"""What a life changer! I started Stelara 2 months ago.  It took about a month for me to start seeing some relief and now at the end of my second month, no more itching, redness,  and almost all of the psoriasis is gone. I only wish I had started this sooner! Make sure you check out the patient assistance card that can be used in conjunction with your medical insurance.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Skin-10.jpg,"""I applied  Halebetasol Ointment  after morning  bath daily for 6 months. Chronic Psoriasis skin flaring disappeared.  Itching is also stopped.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-palms-soles-124.jpg,"""I used this on my joint to treat my psoriasis. After a week the outbreak was cured.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/07acne06270532.jpg,"""My daughter used Enbrel for one month. We were given a free sample, it worked within three weeks, but we cannot afford to continue using enbrel, our insurance will not cover it. Now my daughter has the sores back and is close to losing her job because of those sores.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-scalp-105.jpg,"""I&#039;ve been struggling with scalp psoriasis for 4  years and tried the OTC treatments, but nothing has worked! My dermatologist prescribed me this medication and I started applying it 2x/day on my scalp and I started seeing major improvements within a week! I&#039;ve stopped scratching my scalp now and I&#039;ve been happy to have this relief. Gone are the days when I would be scratching my scalp constantly and my back would be full of dandruff. 

I also have guttate psoriasis on my legs and trunks. The results aren&#039;t as effective and instant compared to ones on my scalp so minus 2 stars! I wish it helped clear the pink spots up right away though! Ugh, it&#039;s like acne on your legs, but more stubborn!""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-inversus-5.jpg,"""This product is extremely greasy. It does not absorb into the skin and sits on the surface until eventually it will wipe off on clothes, furniture, bed sheets etc. As result it can&#039;t really be used in the morning, day or evening. Disappointingly CVS would not take it back for a refund on the day of sale. Also called Leo Pharmaceuticals, who make the product, and they could only offer an exchange for the same product! Outrageous considering how much money the industry makes!! Now I have 2 bottles of this expensive product I cannot use. I recommend to get the Clobetasol cream and stear clear of this one.""",Severe
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosis-Vulva-9.jpg,"""I love Taclonex, this is amazing I have had psoriasis for the past 12 years. I have been waiting many years for something to finally help my knees and elbows. After a week using this product saw the results. I couldn&#039;t be happier.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/pityriasis-rosea-201.jpg,"""This topical ointment is amazing.  It produced outstanding results for me within a few days and after about 2 weeks I had several spots that were completely clear.  I have had psoriasis for over 20 years and this is the first drug that actually produced any clearing at all.  My lower legs and torso areas are completely clear and the more difficult areas to control, the outer thighs, buttocks areas, are now about 80% clear.  The more difficult areas have never responded to any drugs.  I have tried several through the years and had given up on drugs and relied on tanning lights or sunshine for my treatment.  But with this one I hit the jackpot.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/seborrheic-dermatitis-86.jpg,"""Works extremely well on the face.  If you have a flare up it takes 2 days to disappear.  That&#039;s the only reason I give it an 8 instead of a 10.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/lichen-planus-156.jpg,"""Only thing that helped my scalp""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/lichen-planus-167.jpg,"""It&#039;s amazing. First the redness goes away then no more itching.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/lichen-planus-18.jpg,"""I have used this medicine (by Taro) for more than 30 years, for psoriasis on my elbows, knees and ankles. I have experienced no side effects and for the last 2 years my psoriasis has gone. The coverage area was not great so I did not use huge amounts of this ointment. I still use it intermitently today.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Skin-116.jpg,"""Clobex is in shampoo form. I use that weekly. Need 2 tsp. Lathers up really well. I leave the shampoo on for a few hours then rinse. This is a great maintenance first me between the spray applications- I apply the spray on wet hair/scalp so it stretches the product more bc it&#039;s expensive.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Skin-98.jpg,"""This IS the only stuff that works.  My Uncle was a Dermatologist and I have tried everything that had ever come out on the market.  I was without insurance for a time and couldn&#039;t get Olux (couldn&#039;t afford it) and I had a severe outbreak.  After finally getting a prescription, it was gone within 2 weeks.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-scalp-103.jpg,"""I highly recommend Stelara. After getting my first shot I immediately felt my skin clearing up and by the next day about 60% was gone. That week 80% was gone (btw I have guttate psoriasis) and I was super stoked because I&#039;ve tried metho, cyclo,and Enbril (enbril only made my skin worse) but nothing really worked 100%. After my second shot which was a month after my first one I noticed it start coming back even on my scalp and I hadn&#039;t had it there in years. About 60% has came back. Luckily I had no side effects though. I think this could be the answer for a lot of psoriasis sufferers! My skin is just stubborn and hard to treat but not as bad as most people ):""",Moderate
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-scalp-43.jpg,"""I was on Humira for maybe 6 months. It was amazing how my psoriasis was disappearing before my eyes. A couple months in I began to become unstable when standing. I used handrails and the kids as a crutch. Eventually that wasn&#039;t enough I needed my husband and soon after a Cain. I had to teach myself how to walk again with physical therapy it took 30 minutes just to walk three houses down and back. I went back to the Dr who said in rare cases it can cause MS like symptoms and I was very saddened to be removed from this medicine. Within weeks I was back to normal. But here&#039;s the kicker I had plaque psoriasis on about 30 percent of my body when I started Humira. 2 yrs later I am covered in about 90 percent n it has this since age 11! SAD!!""",Severe
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-scalp-67.jpg,"""I have had psoriasis for over 15yrs and Taclonex was the only medication that actually cleared it up. It worked quickly and the psoriasis stayed gone I was only fortunate enough to experience this medication because my dermatologist gave me free samples and I was able to spread that out for a year. My psoriasis stayed clear for about 6 months after I stopped using the Taclonex.  My only cons to this medication is it tore up my fingernails (I recommend applying it with gloves) and the price! I was very disappointed when I went to fill my prescription and found out the price. I just cannot afford it. Almost $800.00 with ins! That is the only reason I gave 7 stars.  If it were actually affordable I would give it 100 stars.""",Moderate
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-HIV-4.jpg,"""I started taking humira in 2008 8), I had Psoriasis on over 90% of my body. I cleared 100% after a few months also while using topicals. Now , it doesn&#039;t work at all and I&#039;m flaring up and getting psoriasis in places I never had it. My doctor even added Otezla which works like the humira but is a pill. Still I&#039;m flaring up, I&#039;m switching to a new medication I pray it works.""",Moderate
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Planus-Oral-22.jpg,"""56 yr old female. 6 weeks of humira no change at all :/  still using clobetasol and hydrocortisone along with it no change :(""",Severe
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosis-Vulva-39.jpg,"""I&#039;ve had psoriasis since I was about 4 years old I&#039;m now 53 years old, I&#039;ve tried  steroids, tar treatments, uv light treatments, I&#039;ve taken methotrexate for over a year with no improvement, also Acetretin, with no improvement . I have now started on Cyclosporine 150mg twice a day, I&#039;m now into Day 8 and the improvement of my psoriasis is mind blowing, I&#039;m so pleased ,""",Mild
